,player_name,player_id,season,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
11766,Kenny Natt,nattke01,1981,317,149,-5.581611808,-2.258735046,-7.840346853,-0.389032713,-0.389032713,0.0,-5.4088818320000005,-2.7169587969999998,-8.125840628999999,0.550111996
11767,Kenny Natt,nattke01,1983,475,210,-2.116254839,-3.212725545,-5.328980383999999,-0.27880609100000003,-0.27880609100000003,0.0,-2.9024738689999996,-3.375547156,-6.278021025,0.9399082529999999
11768,Kenny Natt,nattke01,1985,64,29,-5.4838372479999995,-0.381318324,-5.865155572999999,-0.046781814000000005,-0.046781814000000005,0.0,-5.503909537999999,-1.4002041019999998,-6.90411364,0.575390564
11769,Juan Carlos Navarro,navarju01,2008,4251,2117,0.7018688209999999,-2.589061886,-1.887193066,0.93133673,0.93133673,0.0,0.68039417,-2.8269647680000003,-2.1465705980000003,-0.057758080999999996
11770,Hamady Ndiaye,ndiayha01,2011,158,80,-4.412157603,-0.825976205,-5.238133808,-0.103427231,-0.103427231,0.0,-5.005468383999999,-0.558992068,-5.5644604520000005,1.717472502
11771,Hamady Ndiaye,ndiayha01,2012,6,3,-12.007722099999999,-1.344819044,-13.35254115,-0.015990493,-0.015990493,0.0,-12.04408478,-3.9529651589999997,-15.99704994,-1.353012673
11772,Hamady Ndiaye,ndiayha01,2014,151,74,-5.8054032179999995,-4.587927049,-10.39333027,-0.287881726,-0.287881726,0.0,-6.299209683,-3.6400578039999996,-9.939267486,-0.229566186
11773,Makhtar N'Diaye,ndiayma01,1999,51,27,-2.334811325,-3.85971917,-6.194530495,-0.048654583,-0.048654583,0.0,-3.282369197,-1.6184772109999999,-4.9008464069999995,2.285118422
11774,Mamadou N'Diaye,ndiayma02,2001,19,10,-3.22012077,-2.409518699,-5.62963947,-0.014961891000000001,-0.014961891000000001,0.0,-3.698980707,-0.9042738490000001,-4.603254556,1.696805466
11775,Mamadou N'Diaye,ndiayma02,2002,86,46,1.949056388,-0.816342015,1.132714373,0.09067191599999999,0.09067191599999999,0.0,0.7507601420000001,-1.804929809,-1.054169666,-0.455547745
11776,Mamadou N'Diaye,ndiayma02,2003,690,364,-3.061427585,-0.180957803,-3.242385388,-0.09178005800000001,-0.09178005800000001,0.0,-3.214669232,-0.328232435,-3.5429016669999998,0.34015422700000003
11777,Mamadou N'Diaye,ndiayma02,2004,701,366,-2.4033429319999997,-1.79367018,-4.197013111,-0.26867227,-0.26867227,0.0,-2.667567784,-1.546613166,-4.21418095,0.492151945
11778,Mamadou N'Diaye,ndiayma02,2005,135,72,-1.772008755,-0.734559548,-2.5065683030000003,0.009096531,0.009096531,0.0,-2.066651556,0.777069563,-1.289581994,1.5871500230000002
11779,Boniface N'Dong,ndongbo01,2006,294,152,-2.5973565880000002,-1.5283575930000002,-4.125714182,-0.10676824,-0.10676824,0.0,-2.764656403,-1.99089195,-4.755548354,0.06961582200000001
11780,Maurice Ndour,ndourma01,2017,674,331,-2.295574467,2.17203118,-0.12354328699999999,0.443860194,0.443860194,0.0,-1.6498196980000002,0.38790483,-1.261914868,0.069477897
11781,Craig Neal,nealcr01,1989,1060,500,-2.8726591889999997,-1.896775962,-4.769435151000001,-0.519153314,-0.519153314,0.0,-3.1966068930000002,-1.940319999,-5.136926892,1.346886434
11782,Craig Neal,nealcr01,1991,299,125,-2.6440115509999997,-4.392624466,-7.036636017,-0.277573764,-0.277573764,0.0,-2.9884154730000003,-3.913448748,-6.901864221,1.5205139559999998
11783,Gary Neal,nealga01,2011,3489,1796,1.0743790290000002,-2.897755521,-1.823376492,0.851077312,0.82616376,0.024913552000000002,1.060188945,-2.71655022,-1.656361275,0.203585543
11784,Gary Neal,nealga01,2012,2784,1423,1.7601595369999998,-3.196156873,-1.435997336,0.957575045,0.8129280170000001,0.144647028,1.809572585,-2.934729688,-1.1251571040000001,-0.075363755
