slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
davisma02,Mark Davis,SMALL FORWARD,24,PHILADELPHIA 76ERS,71,906,10.9,0.489,0.025,0.414,8.1,12.0,10.0,13.5,2.9,1.5,24.0,18.8,-0.8,1.0,0.2,0.01,-2.6,0.6,-2.0,0.0,False
daviste01,Terry Davis,POWER FORWARD,30,WASHINGTON WIZARDS,74,1705,10.5,0.524,0.004,0.465,13.5,18.7,16.0,2.5,1.3,1.0,15.4,9.5,1.8,1.9,3.6,0.103,-2.2,-0.5,-2.7,-0.3,False
dayto01,Todd Day,SHOOTING GUARD,28,MIAMI HEAT,5,69,14.8,0.429,0.387,0.29,7.0,3.3,5.1,18.1,5.5,0.0,7.9,25.7,0.0,0.1,0.1,0.102,-2.2,2.3,0.1,0.0,False
declean01,Andrew DeClercq,CENTER,24,BOSTON CELTICS,81,1523,13.2,0.53,0.003,0.494,12.8,18.0,15.2,5.9,2.9,2.5,16.9,14.1,1.4,2.1,3.4,0.108,-2.6,0.3,-2.3,-0.1,False
deherte01,Terry Dehere,POINT GUARD,26,SACRAMENTO KINGS,77,1410,10.8,0.494,0.293,0.22,1.6,6.9,4.2,22.4,1.9,0.2,16.3,18.6,0.3,0.7,1.0,0.035,-2.5,-0.9,-3.4,-0.5,False
delnevi01,Vinny Del Negro,SHOOTING GUARD,31,SAN ANTONIO SPURS,54,1721,11.1,0.493,0.081,0.194,0.9,8.8,5.1,17.5,1.2,0.2,9.3,15.6,1.6,2.1,3.7,0.104,-2.2,0.7,-1.5,0.2,False
delebi01,Bison Dele,CENTER,28,DETROIT PISTONS,78,2619,18.1,0.542,0.003,0.269,10.1,21.6,15.8,7.0,1.4,1.6,13.5,23.9,3.2,3.7,6.9,0.126,0.6,-0.6,0.0,1.3,False
delkto01,Tony Delk,POINT GUARD,24,CHARLOTTE HORNETS,3,34,2.4,0.82,0.25,0.5,0.0,7.0,3.6,13.3,0.0,0.0,45.0,12.1,0.0,0.0,0.0,-0.025,-6.1,-0.4,-6.5,0.0,False
delkto01,Tony Delk,POINT GUARD,24,GOLDEN STATE WARRIORS,74,1647,13.3,0.45,0.196,0.188,2.4,8.8,5.5,19.4,2.3,0.5,10.9,25.5,-0.5,1.3,0.8,0.023,-1.0,-0.3,-1.4,0.3,False
divacvl01,Vlade Divac,CENTER,29,CHARLOTTE HORNETS,64,1805,19.4,0.539,0.026,0.351,12.4,22.2,17.3,15.8,2.5,3.8,15.6,18.8,2.9,3.0,5.9,0.157,1.8,2.2,4.0,2.7,False
douglsh01,Sherman Douglas,POINT GUARD,31,NEW JERSEY NETS,80,1699,15.6,0.541,0.089,0.334,3.3,6.0,4.6,30.4,1.7,0.3,15.7,17.9,3.3,0.7,4.0,0.112,1.3,-0.7,0.6,1.1,False
drexlcl01,Clyde Drexler,SHOOTING GUARD,35,HOUSTON ROCKETS,70,2473,19.8,0.531,0.315,0.327,5.1,11.4,8.3,27.6,2.7,1.2,13.5,25.7,5.0,1.8,6.8,0.133,3.2,0.1,3.4,3.3,False
dudlech02,Chris Dudley,CENTER,32,NEW YORK KNICKS,51,858,9.5,0.428,0.0,0.643,15.0,23.5,19.2,3.7,0.8,4.6,19.3,12.4,-0.3,1.7,1.5,0.084,-4.1,1.4,-2.8,-0.2,False
dumarjo01,Joe Dumars,SHOOTING GUARD,34,DETROIT PISTONS,72,2326,14.3,0.549,0.539,0.195,0.7,4.6,2.7,18.9,1.0,0.1,8.9,18.9,4.8,1.2,5.9,0.122,2.3,-1.3,1.0,1.7,False
dumasto01,Tony Dumas,SHOOTING GUARD,25,CLEVELAND CAVALIERS,7,47,5.4,0.526,0.333,0.25,2.7,10.3,6.5,18.3,0.0,0.0,27.3,18.0,-0.1,0.0,0.0,-0.03,-4.4,-1.6,-6.0,0.0,False
duncati01,Tim Duncan,POWER FORWARD,21,SAN ANTONIO SPURS,82,3204,22.6,0.577,0.008,0.375,10.5,23.8,17.6,13.7,0.9,4.5,15.7,26.0,5.6,7.2,12.8,0.192,2.5,2.1,4.6,5.4,False
eacklle01,Ledell Eackles,SHOOTING GUARD,31,WASHINGTON WIZARDS,42,547,12.2,0.542,0.263,0.337,5.0,10.7,7.8,4.6,1.6,0.0,12.6,18.7,0.6,0.4,1.0,0.088,-1.2,-0.6,-1.7,0.0,False
edneyty01,Tyus Edney,POINT GUARD,24,BOSTON CELTICS,52,623,17.8,0.523,0.046,0.514,3.5,7.2,5.2,36.3,4.2,0.1,19.9,23.0,0.8,0.7,1.4,0.112,0.9,0.6,1.5,0.6,False
edwarbl01,Blue Edwards,SHOOTING GUARD,32,VANCOUVER GRIZZLIES,81,1968,14.5,0.521,0.162,0.29,3.6,9.1,6.3,17.2,2.3,1.0,13.8,21.9,1.8,0.3,2.1,0.052,-0.5,-1.0,-1.5,0.2,False
edwarke01,Kevin Edwards,SHOOTING GUARD,32,NEW JERSEY NETS,27,352,8.1,0.404,0.104,0.142,3.4,8.1,5.6,11.1,3.1,0.0,15.1,16.4,-0.3,0.3,0.0,-0.001,-3.9,0.9,-3.1,-0.1,False
edwarke01,Kevin Edwards,SHOOTING GUARD,32,ORLANDO MAGIC,12,135,13.1,0.435,0.068,0.339,7.7,9.8,8.7,17.5,2.0,0.5,12.9,26.4,0.0,0.1,0.1,0.035,-1.6,-0.6,-2.2,0.0,False
eisleho01,Howard Eisley,POINT GUARD,25,UTAH JAZZ,82,1726,13.6,0.541,0.227,0.287,1.9,9.5,6.0,32.1,1.7,0.6,21.5,20.0,1.7,1.2,2.9,0.081,0.3,-0.9,-0.6,0.6,False
eliema01,Mario Elie,SMALL FORWARD,34,HOUSTON ROCKETS,73,1988,12.9,0.575,0.414,0.382,2.3,6.9,4.6,17.4,2.1,0.3,15.8,14.4,3.2,0.6,3.8,0.092,-0.2,-0.2,-0.4,0.8,False
elliose01,Sean Elliott,SMALL FORWARD,29,SAN ANTONIO SPURS,36,1012,9.5,0.495,0.297,0.257,1.9,11.6,7.1,10.0,1.3,1.0,14.5,18.3,-0.1,1.5,1.4,0.065,-2.8,0.4,-2.4,-0.1,False
ellisda01,Dale Ellis,SMALL FORWARD,37,SEATTLE SUPERSONICS,79,1939,16.6,0.612,0.391,0.203,3.2,8.1,5.7,7.7,1.7,0.2,8.8,20.0,4.6,1.4,6.0,0.149,2.7,-1.1,1.6,1.8,False
ellisha01,Harold Ellis,SMALL FORWARD,27,DENVER NUGGETS,27,344,18.1,0.591,0.036,0.568,9.0,8.1,8.6,10.5,3.0,0.9,12.0,20.9,0.8,0.1,0.9,0.119,0.8,-0.7,0.1,0.2,False
ellisla01,LaPhonso Ellis,SMALL FORWARD,27,DENVER NUGGETS,76,2575,14.4,0.484,0.2,0.254,6.5,18.8,12.5,15.9,1.4,1.4,13.4,22.9,0.7,0.7,1.4,0.025,-0.2,-2.0,-2.1,-0.1,False
ellispe01,Pervis Ellison,POWER FORWARD,30,BOSTON CELTICS,33,447,13.1,0.589,0.0,0.486,12.6,16.4,14.4,10.3,2.3,5.4,24.8,10.9,0.4,0.6,1.1,0.113,-2.7,2.1,-0.6,0.2,False
evansbr01,Brian Evans,SMALL FORWARD,24,ORLANDO MAGIC,44,561,12.0,0.454,0.218,0.233,6.4,11.6,8.9,9.8,2.2,1.0,9.6,20.5,0.2,0.6,0.8,0.072,-1.3,0.1,-1.2,0.1,False
evansbr01,Brian Evans,SMALL FORWARD,24,NEW JERSEY NETS,28,332,12.0,0.523,0.396,0.085,5.9,12.7,9.1,11.5,1.1,1.1,11.3,16.2,0.5,0.2,0.7,0.097,-0.1,-1.0,-1.1,0.1,False
ewingpa01,Patrick Ewing,CENTER,35,NEW YORK KNICKS,26,848,23.3,0.557,0.005,0.462,8.3,29.3,18.8,6.8,1.0,5.3,13.7,31.1,1.0,2.0,3.0,0.168,2.4,1.8,4.2,1.3,False
farmeto01,Tony Farmer,CENTER,28,CHARLOTTE HORNETS,27,169,13.9,0.477,0.17,0.736,11.5,11.3,11.4,4.6,3.2,1.7,11.4,21.7,0.2,0.2,0.4,0.109,-1.9,-0.6,-2.5,0.0,False
feickja01,Jamie Feick,POWER FORWARD,23,MILWAUKEE BUCKS,45,450,12.1,0.472,0.144,0.456,12.1,21.6,16.8,5.5,3.0,2.8,16.3,13.1,0.1,0.7,0.9,0.091,-2.5,1.0,-1.4,0.1,False
ferredu01,Duane Ferrell,SMALL FORWARD,32,GOLDEN STATE WARRIORS,50,461,6.4,0.389,0.054,0.198,5.6,5.2,5.4,9.0,2.4,0.9,13.0,13.1,-0.4,0.3,0.0,-0.004,-5.4,0.7,-4.7,-0.3,False
ferryda01,Danny Ferry,POWER FORWARD,31,CLEVELAND CAVALIERS,69,1034,7.5,0.479,0.346,0.14,2.8,10.6,6.8,9.5,1.3,1.2,14.9,15.9,-0.4,1.4,1.0,0.049,-3.0,0.7,-2.3,-0.1,False
finlemi01,Michael Finley,SMALL FORWARD,24,DALLAS MAVERICKS,82,3394,19.3,0.522,0.162,0.276,4.8,9.6,7.2,22.7,2.1,0.6,11.5,25.7,5.5,2.0,7.5,0.106,3.0,-0.6,2.5,3.8,False
fishede01,Derek Fisher,POINT GUARD,23,LOS ANGELES LAKERS,82,1760,12.9,0.533,0.214,0.402,2.5,9.7,6.2,27.0,2.2,0.2,21.1,14.1,2.2,1.6,3.8,0.104,-0.3,0.3,0.0,0.9,False
fortsda01,Danny Fortson,POWER FORWARD,21,DENVER NUGGETS,80,1811,14.3,0.537,0.005,0.555,11.5,17.8,14.6,8.0,1.3,1.2,17.1,23.1,1.5,0.4,1.9,0.051,-2.5,-2.5,-5.0,-1.4,False
fostegr01,Greg Foster,CENTER,29,UTAH JAZZ,78,1446,8.9,0.483,0.022,0.208,7.8,15.2,11.7,5.6,0.6,1.5,13.0,16.8,0.3,1.0,1.3,0.045,-3.3,-1.6,-4.9,-1.1,False
foxri01,Rick Fox,SMALL FORWARD,28,LOS ANGELES LAKERS,82,2709,12.5,0.564,0.344,0.298,3.3,11.4,7.5,15.5,1.9,1.2,18.7,17.5,2.5,2.8,5.3,0.093,-0.8,0.3,-0.4,1.1,False
foylead01,Adonal Foyle,CENTER,22,GOLDEN STATE WARRIORS,55,656,9.2,0.418,0.006,0.365,11.5,18.6,15.0,3.5,1.0,5.4,20.2,16.4,-1.0,0.9,-0.1,-0.009,-5.9,0.5,-5.3,-0.6,False
fulleto02,Todd Fuller,CENTER,23,GOLDEN STATE WARRIORS,57,613,11.8,0.473,0.02,0.39,10.3,24.2,17.1,2.8,0.5,1.8,13.3,19.7,0.0,0.7,0.7,0.053,-3.8,-1.6,-5.5,-0.5,False
fundela01,Lawrence Funderburke,POWER FORWARD,27,SACRAMENTO KINGS,52,1094,16.2,0.534,0.018,0.415,8.0,16.0,11.9,10.0,0.9,0.9,11.8,21.3,1.4,0.7,2.1,0.092,0.9,-1.5,-0.5,0.4,False
garnech01,Chris Garner,POINT GUARD,22,TORONTO RAPTORS,38,293,5.6,0.363,0.2,0.1,2.6,6.8,4.6,23.1,3.7,0.9,25.5,14.7,-0.5,0.1,-0.4,-0.069,-6.9,-0.2,-7.1,-0.4,False
garneke01,Kevin Garnett,POWER FORWARD,21,MINNESOTA TIMBERWOLVES,82,3222,20.4,0.527,0.012,0.257,7.9,19.7,13.9,18.2,2.2,3.3,11.8,22.5,5.3,4.2,9.6,0.143,2.6,1.5,4.2,5.0,False
garrede01,Dean Garrett,CENTER,31,DENVER NUGGETS,82,2632,12.1,0.465,0.0,0.312,9.9,19.2,14.4,5.8,1.2,3.8,11.6,12.6,1.2,1.1,2.2,0.041,-1.5,-1.1,-2.6,-0.4,False
garriki01,Kiwane Lemorris Garris,SHOOTING GUARD,23,DENVER NUGGETS,28,225,8.7,0.447,0.215,0.385,1.5,8.6,5.0,21.4,1.7,0.3,16.5,18.4,-0.1,0.0,-0.1,-0.03,-3.6,-2.0,-5.6,-0.2,False
gatlich01,Chris Gatling,POWER FORWARD,30,NEW JERSEY NETS,57,1359,16.0,0.496,0.007,0.486,9.4,19.7,14.2,6.7,2.0,1.6,13.0,24.3,0.9,1.5,2.4,0.084,-1.0,-1.1,-2.0,0.0,False
gearyre01,Reggie Geary,POINT GUARD,24,SAN ANTONIO SPURS,62,685,6.8,0.392,0.237,0.331,3.4,7.6,5.6,16.6,2.9,1.2,17.8,16.1,-0.9,1.2,0.3,0.023,-5.6,2.7,-2.9,-0.2,False
geigema01,Matt Geiger,CENTER,28,CHARLOTTE HORNETS,78,1839,20.2,0.544,0.016,0.333,13.0,21.1,17.1,7.6,2.0,3.5,12.0,23.2,3.2,2.7,5.9,0.154,1.2,-0.1,1.1,1.5,False
gillke01,Kendall Gill,SMALL FORWARD,29,NEW JERSEY NETS,81,2733,14.9,0.486,0.104,0.336,4.5,12.6,8.3,11.9,3.0,1.7,10.0,19.8,2.9,3.0,5.9,0.104,0.0,1.5,1.4,2.3,False
gilliar01,Armen Gilliam,POWER FORWARD,33,MILWAUKEE BUCKS,82,2114,16.4,0.56,0.006,0.493,8.4,17.1,12.7,8.5,1.6,1.3,15.2,20.9,3.1,2.1,5.3,0.119,0.4,-0.3,0.1,1.1,False
goldwan01,Anthony Goldwire,POINT GUARD,26,DENVER NUGGETS,82,2212,13.6,0.523,0.258,0.292,2.1,5.9,3.9,22.5,2.1,0.2,10.6,16.5,3.3,-0.4,3.0,0.064,-0.2,-1.6,-1.7,0.1,False
grahagr01,Greg Graham,SHOOTING GUARD,27,CLEVELAND CAVALIERS,6,56,2.1,0.621,0.25,0.167,0.0,2.2,1.1,18.3,1.0,0.0,43.7,18.9,-0.2,0.0,-0.1,-0.096,-7.0,-1.8,-8.8,-0.1,False
grantbr01,Brian Grant,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,61,1921,16.7,0.561,0.002,0.409,12.4,20.9,16.8,7.7,1.2,1.7,14.3,18.1,3.3,3.0,6.3,0.157,0.4,0.1,0.5,1.2,False
grantga01,Gary Grant,POINT GUARD,32,PORTLAND TRAIL BLAZERS,22,359,16.1,0.529,0.204,0.151,2.7,12.5,7.8,38.5,2.5,0.4,19.5,15.5,0.6,0.5,1.1,0.147,0.4,1.4,1.8,0.3,False
grantha01,Harvey Grant,SMALL FORWARD,32,WASHINGTON WIZARDS,65,895,7.5,0.406,0.031,0.153,7.4,14.2,10.7,6.3,1.3,1.2,11.1,11.7,-0.2,0.9,0.7,0.037,-3.9,0.4,-3.6,-0.4,False
grantho01,Horace Grant,CENTER,32,ORLANDO MAGIC,76,2803,15.4,0.488,0.008,0.232,9.4,16.8,13.0,11.0,1.6,2.0,8.5,16.9,3.6,3.6,7.1,0.122,0.4,0.8,1.2,2.2,False
grayed01,Ed Gray,SHOOTING GUARD,22,ATLANTA HAWKS,30,472,13.0,0.492,0.228,0.322,2.3,8.7,5.6,12.8,1.7,1.6,11.5,25.6,0.4,0.4,0.8,0.083,-1.3,-0.2,-1.4,0.1,False
grayeje01,Jeff Grayer,SHOOTING GUARD,32,CHARLOTTE HORNETS,1,11,-20.0,0.0,0.75,0.0,0.0,0.0,0.0,12.1,0.0,0.0,33.3,25.2,-0.1,0.0,-0.1,-0.624,-18.6,-10.5,-29.0,-0.1,False
grayeje01,Jeff Grayer,SHOOTING GUARD,32,GOLDEN STATE WARRIORS,4,23,13.5,0.714,0.429,0.0,0.0,19.1,9.3,8.0,4.6,0.0,22.2,17.1,0.0,0.0,0.1,0.135,-5.9,5.2,-0.6,0.0,False
greenac01,A.C. Green,POWER FORWARD,34,DALLAS MAVERICKS,82,2649,12.8,0.496,0.007,0.303,9.0,19.3,14.0,7.3,1.6,0.7,10.1,11.6,2.8,2.4,5.2,0.095,-1.1,-0.3,-1.4,0.4,False
greenli01,Litterial Green,POINT GUARD,27,MILWAUKEE BUCKS,21,124,5.4,0.393,0.087,0.87,1.0,6.0,3.4,18.7,1.7,0.0,20.1,14.6,-0.1,0.1,-0.1,-0.024,-4.6,-0.3,-4.9,-0.1,False
grimmde01,Derek Grimm,SMALL FORWARD,23,SACRAMENTO KINGS,9,34,7.9,0.47,0.857,0.143,0.0,13.4,6.5,0.0,4.6,2.0,16.8,23.4,-0.1,0.1,0.0,-0.012,-3.9,1.7,-2.2,0.0,False
guglito01,Tom Gugliotta,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,41,1582,20.5,0.561,0.027,0.351,7.7,17.8,12.8,17.9,2.0,1.0,12.9,23.6,3.4,1.5,5.0,0.151,3.1,0.2,3.2,2.1,False
haleyja01,Jack Haley,CENTER,34,NEW JERSEY NETS,16,51,7.2,0.404,0.056,1.167,10.7,24.2,17.0,0.0,0.0,1.5,12.8,26.6,-0.1,0.0,0.0,-0.034,-8.0,-4.2,-12.2,-0.1,False
hamda01,Darvin Ham,SMALL FORWARD,24,WASHINGTON WIZARDS,71,635,9.2,0.531,0.0,0.712,12.5,10.9,11.7,3.6,1.7,2.8,21.3,12.1,0.2,0.7,0.9,0.069,-4.6,0.5,-4.0,-0.3,False
hammoto01,Tom Hammonds,POWER FORWARD,30,MINNESOTA TIMBERWOLVES,57,1140,12.1,0.569,0.004,0.537,10.1,16.9,13.5,4.6,0.7,1.1,13.6,13.7,1.7,0.7,2.4,0.102,-1.5,-1.2,-2.7,-0.2,False
hansore01,Reggie Hanson,SMALL FORWARD,29,BOSTON CELTICS,8,26,6.9,0.5,0.0,0.0,12.5,14.9,13.6,5.9,4.0,3.0,33.3,15.0,0.0,0.0,0.0,0.001,-8.5,2.9,-5.6,0.0,False
hardaan01,Anfernee Hardaway,SHOOTING GUARD,26,ORLANDO MAGIC,19,625,15.9,0.479,0.183,0.432,1.5,13.1,7.2,20.4,2.5,1.7,12.4,27.2,0.3,0.8,1.1,0.085,0.4,0.8,1.2,0.5,False
hardati01,Tim Hardaway,POINT GUARD,31,MIAMI HEAT,81,3031,20.6,0.53,0.341,0.254,1.9,9.4,5.8,41.3,2.4,0.4,13.5,25.6,7.9,3.8,11.7,0.185,4.8,0.4,5.2,5.5,False
harpede01,Derek Harper,SHOOTING GUARD,36,ORLANDO MAGIC,66,1761,11.5,0.491,0.303,0.146,1.5,5.5,3.4,23.2,2.3,0.4,14.9,17.6,0.9,1.5,2.3,0.063,-1.6,0.2,-1.3,0.3,False
harpero01,Ron Harper,POINT GUARD,34,CHICAGO BULLS,82,2284,14.7,0.503,0.126,0.325,5.3,9.2,7.3,16.4,2.5,1.5,10.7,16.7,3.4,3.7,7.2,0.151,-0.2,2.1,1.9,2.3,False
harriot01,Othella Harrington,POWER FORWARD,24,HOUSTON ROCKETS,58,903,13.7,0.547,0.004,0.459,9.7,17.4,13.6,4.4,0.6,2.1,12.8,18.4,1.3,0.5,1.7,0.092,-1.7,-1.9,-3.6,-0.3,False
harrilu01,Lucious Harris,SHOOTING GUARD,27,NEW JERSEY NETS,50,671,10.4,0.475,0.22,0.311,3.4,5.7,4.5,9.4,3.3,0.6,9.5,14.4,0.6,0.5,1.1,0.08,-2.8,1.6,-1.3,0.1,False
hawkihe01,Hersey Hawkins,SHOOTING GUARD,31,SEATTLE SUPERSONICS,82,2597,15.4,0.594,0.473,0.321,3.3,11.9,7.7,12.8,3.0,0.5,12.3,14.8,5.3,3.3,8.6,0.158,1.6,1.5,3.1,3.4,False
hendeal01,Alan Henderson,POWER FORWARD,25,ATLANTA HAWKS,69,2000,18.4,0.534,0.008,0.515,12.2,13.8,13.0,6.7,1.1,1.3,10.6,23.9,4.2,1.8,6.0,0.144,1.4,-1.9,-0.5,0.8,False
hendece02,Cedric Henderson,SMALL FORWARD,22,CLEVELAND CAVALIERS,82,2527,10.7,0.514,0.006,0.262,3.5,12.2,7.9,11.6,2.0,1.4,16.9,17.8,-0.2,4.0,3.8,0.072,-2.7,1.1,-1.6,0.3,False
hendrma01,Mark Hendrickson,POWER FORWARD,23,SACRAMENTO KINGS,48,737,9.4,0.468,0.034,0.383,4.9,17.0,10.8,8.3,1.8,0.8,15.1,12.4,0.0,0.7,0.8,0.049,-3.5,0.1,-3.5,-0.3,False
hensost01,Steve Henson,POINT GUARD,29,DETROIT PISTONS,23,65,14.1,0.619,0.308,0.269,0.0,3.7,1.8,11.9,0.8,0.0,17.1,25.1,0.1,0.0,0.1,0.098,-0.9,-2.2,-3.1,0.0,False
herreca01,Carl Herrera,POWER FORWARD,31,SAN ANTONIO SPURS,58,516,8.1,0.437,0.006,0.251,5.7,14.1,10.2,7.3,2.0,1.6,16.4,21.1,-0.9,0.9,0.1,0.006,-5.7,0.9,-4.8,-0.4,False
higgise01,Sean Higgins,SMALL FORWARD,29,PORTLAND TRAIL BLAZERS,2,12,-15.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,8.9,0.0,16.7,22.6,-0.1,0.0,-0.1,-0.414,-21.3,0.9,-20.4,-0.1,False
hillgr01,Grant Hill,SMALL FORWARD,25,DETROIT PISTONS,81,3294,21.2,0.52,0.015,0.475,3.3,19.3,11.3,31.5,2.4,1.2,14.8,27.3,5.2,5.1,10.2,0.149,3.3,1.5,4.7,5.6,False
hillty01,Tyrone Hill,POWER FORWARD,29,MILWAUKEE BUCKS,57,2064,13.6,0.538,0.002,0.61,12.4,23.6,18.0,6.8,1.7,1.1,16.7,14.1,2.2,2.6,4.8,0.113,-0.4,0.0,-0.4,0.8,False
hoibefr01,Fred Hoiberg,SHOOTING GUARD,25,INDIANA PACERS,65,874,11.2,0.517,0.383,0.311,2.0,14.3,8.5,8.1,2.5,0.2,8.0,14.9,0.9,1.4,2.3,0.127,-1.6,1.9,0.3,0.5,False
honeyje01,Jerald Honeycutt,POWER FORWARD,23,MILWAUKEE BUCKS,38,530,11.8,0.497,0.348,0.262,6.2,15.3,10.7,11.1,2.0,0.8,16.6,25.4,-0.2,0.5,0.3,0.029,-2.2,-0.7,-2.9,-0.1,False
hornaje01,Jeff Hornacek,SHOOTING GUARD,34,UTAH JAZZ,80,2460,19.3,0.587,0.153,0.389,3.5,9.7,6.8,23.9,2.4,0.5,12.0,20.8,7.4,2.1,9.5,0.186,3.3,0.5,3.7,3.6,False
horryro01,Robert Horry,POWER FORWARD,27,LOS ANGELES LAKERS,72,2192,14.4,0.542,0.221,0.402,9.8,17.9,14.0,10.6,2.6,3.0,16.7,11.9,3.0,3.6,6.6,0.144,0.3,2.3,2.5,2.5,False
houstal01,Allan Houston,SHOOTING GUARD,26,NEW YORK KNICKS,82,2848,15.1,0.53,0.167,0.262,1.8,9.8,5.8,14.3,1.2,0.7,12.3,26.7,2.5,3.5,6.1,0.102,0.8,-0.2,0.6,1.9,False
howarju01,Juwan Howard,POWER FORWARD,24,WASHINGTON WIZARDS,64,2559,15.2,0.515,0.002,0.361,6.9,13.2,10.0,13.6,1.7,0.6,13.9,23.2,2.1,2.4,4.6,0.086,-0.3,-0.6,-0.9,0.7,False
howarst01,Stephen Howard,SMALL FORWARD,27,SEATTLE SUPERSONICS,13,53,9.8,0.432,0.0,0.857,13.8,13.3,13.5,9.1,3.0,1.4,17.2,30.5,-0.1,0.1,0.0,-0.02,-8.2,-1.8,-10.0,-0.1,False
hudsotr01,Troy Hudson,POINT GUARD,21,UTAH JAZZ,8,23,19.1,0.429,0.214,0.0,5.8,5.1,5.4,35.1,4.7,0.0,6.7,30.2,0.0,0.0,0.0,0.075,-1.1,0.5,-0.6,0.0,False
hunteli01,Lindsey Hunter,POINT GUARD,27,DETROIT PISTONS,71,2505,12.4,0.472,0.321,0.237,2.9,8.9,5.9,15.1,2.7,0.3,10.8,19.0,1.2,2.8,4.0,0.077,-0.9,1.0,0.1,1.3,False
hurlebo01,Bobby Hurley,POINT GUARD,26,SACRAMENTO KINGS,34,417,10.2,0.488,0.13,0.322,1.8,7.9,4.8,30.1,1.6,0.0,24.2,18.5,-0.2,0.2,0.0,0.001,-3.2,-1.9,-5.1,-0.3,False
hurlebo01,Bobby Hurley,POINT GUARD,26,VANCOUVER GRIZZLIES,27,458,7.9,0.435,0.057,0.317,1.3,6.3,3.8,32.2,1.1,0.0,23.9,17.9,-0.4,-0.2,-0.5,-0.056,-4.1,-3.9,-8.0,-0.7,False
ilgauzy01,Zydrunas Ilgauskas,CENTER,22,CLEVELAND CAVALIERS,82,2379,19.7,0.564,0.005,0.345,14.6,22.6,18.6,5.7,1.2,4.3,12.6,22.4,4.5,4.9,9.4,0.189,1.0,0.5,1.4,2.1,False
iversal01,Allen Iverson,POINT GUARD,22,PHILADELPHIA 76ERS,80,3150,20.4,0.535,0.167,0.38,3.1,7.7,5.4,30.6,3.0,0.6,12.9,26.9,6.3,2.8,9.0,0.138,3.5,0.1,3.6,4.5,False
jacksbo01,Bobby Jackson,POINT GUARD,24,DENVER NUGGETS,68,2042,13.6,0.453,0.102,0.231,4.4,13.3,8.7,29.5,2.8,0.4,17.4,23.5,-1.3,0.7,-0.6,-0.014,-1.3,-1.3,-2.6,-0.3,False
jacksja01,Jaren Jackson,SHOOTING GUARD,30,SAN ANTONIO SPURS,82,2226,9.7,0.511,0.454,0.18,3.0,7.6,5.4,11.4,1.5,0.3,12.8,17.1,1.3,2.8,4.1,0.088,-2.0,0.5,-1.5,0.3,False
jacksji01,Jim Jackson,SHOOTING GUARD,27,PHILADELPHIA 76ERS,48,1788,13.1,0.545,0.209,0.288,4.4,10.2,7.3,21.5,1.2,0.2,19.4,18.8,1.4,0.9,2.3,0.062,0.0,-1.5,-1.5,0.2,False
jacksji01,Jim Jackson,SHOOTING GUARD,27,GOLDEN STATE WARRIORS,31,1258,13.2,0.466,0.138,0.224,5.0,9.8,7.3,23.5,1.6,0.1,15.8,25.9,-0.6,0.8,0.2,0.007,-0.4,-1.2,-1.7,0.1,False
jacksma01,Mark Jackson,POINT GUARD,32,INDIANA PACERS,82,2413,17.2,0.501,0.229,0.301,3.5,12.1,8.0,46.7,1.9,0.1,20.4,16.8,4.4,3.1,7.5,0.15,2.9,0.1,3.1,3.1,False
jameshe01,Henry James,POWER FORWARD,32,CLEVELAND CAVALIERS,28,166,10.6,0.582,0.424,0.373,1.5,9.5,5.5,5.3,0.3,0.5,14.9,22.4,0.2,0.2,0.3,0.101,-1.9,-1.5,-3.4,-0.1,False
johnsan02,Anthony Johnson,POINT GUARD,23,SACRAMENTO KINGS,77,2266,8.6,0.437,0.21,0.181,2.4,6.0,4.2,22.3,1.5,0.2,15.4,15.2,-0.4,0.8,0.4,0.008,-3.3,-1.1,-4.4,-1.4,False
johnsav01,Avery Johnson,POINT GUARD,32,SAN ANTONIO SPURS,75,2674,14.1,0.514,0.019,0.25,1.4,4.9,3.2,36.2,1.7,0.5,18.1,16.0,3.5,3.2,6.7,0.12,0.3,0.1,0.4,1.6,False
johnsed03,Eddie Johnson,SMALL FORWARD,38,HOUSTON ROCKETS,75,1490,13.1,0.524,0.364,0.25,4.0,8.1,6.1,10.0,1.1,0.1,9.3,20.3,2.0,0.1,2.2,0.07,0.2,-2.2,-2.0,0.0,False
johnser02,Ervin Johnson,CENTER,30,MILWAUKEE BUCKS,81,2261,15.6,0.564,0.0,0.505,12.9,24.1,18.5,4.2,1.9,5.2,16.9,14.0,2.7,3.8,6.4,0.136,-1.1,1.5,0.3,1.3,False
johnske02,Kevin Johnson,POINT GUARD,31,PHOENIX SUNS,50,1290,15.6,0.555,0.075,0.536,3.2,11.4,7.4,28.5,1.1,0.4,19.1,18.6,2.3,1.3,3.5,0.131,1.0,-0.4,0.5,0.8,False
